GeneID	Name	49	50	51	SHAU	SHAU146	SHAU148	SHAU152	SHAU153	SHAU155	SHAU156	SHAU157	SHAU158	SHAU52	SHAU53	SHAU55	SHAU56	SHAU57	SHAU58	SHAU59	SHAU61	SHAU63	SHAU64	SHAU65	SHBX35	SHBX36	SHBX37	SHBX38	SHCE175	SHCE176	SHCE177	SHCE178	SHCE179	SHCE180	SHCE181	SHCE182	SHCE183	SHCE184	SHCE185	SHCE186	SHCE187	SHCE188	SHCE189	SHCE190	SHCE191	SHCE192	SHCE194	SHCE195	SHCE196	SHCE197	SHCE198
79901	CYBRD1 || Cytochrome b reductase 1	1.9495	-2.57	-3.749	-3.2865	1.8705	2.212	0.586	-1.0995	-0.599	-0.503	0.503	1.288	2.503	-0.753	0.028	2.734	0.0585	-0.111	1.254	-0.7375	0.2765	-2.5355	-0.9885	0.1545	2.1165	0.77	2.531	-2.113	-0.299	1.733	-1.629	-0.529	0.58	1.323	1.8985	-0.316	0.058	-0.124	1.745	-0.444	1.8645	-0.461	1.6095	-0.28	1.266	-1.35	1.1855	-0.006	1.195	-0.0385
55775	TDP1 || Tyrosyl-DNA phosphodiesterase 1	-0.22	1.495	1.174	2.002	0.44	-0.233	0.612	2.565	1.14	1.713	-0.523	-0.698	-0.479	-0.106	-0.063	0.072	-0.393	-0.344	-0.685	2.499	2.143	1.899	2.562	0.306	-1.236	-0.261	-1.065	0.159	0.586	-1.08	1.736	0.701	-1.305	-1.589	-1.537	-0.072	-0.016	-0.389	-4.993	-0.468	-0.571	-0.224	-1.472	1.039	0.624	1.157	-0.028	0.027	-1.48	-2.095
79443	FYCO1 || FYVE and coiled-coil domain containing 1	2.009	-1.389	-2.025	-1.102	0.382	1.942	-0.251	-1.027	-0.22	-3.313	-0.562	-0.307	2.923	0.067	1.036	2.734	-0.092	0.521	0.792	0.577	-0.518	-1.063	-0.033	-1.098	0.959	0.503	1.137	-1.62	-1.171	0.396	-1.117	-1.123	0.684	0.867	1.762	-1.026	0.233	-0.529	1.665	-0.651	0.404	-0.399	1.273	-1.923	-0.628	-1.254	-0.1	-0.696	0.072	0.783
55835	CENPJ || Centromere protein J	-0.93	2.929	1.212	2.2	0.247	-0.32	0.891	2.475	0.329	1.827	-1.142	-0.219	-0.28	-0.555	0.441	-0.194	-0.077	-0.025	-0.523	3.636	1.714	3.552	3.527	0.75	-0.854	-0.276	-1.357	-0.148	0.625	0.425	0.438	-0.052	-1.435	-1.636	-0.374	-0.167	1.369	1.066	0.537	0.876	-0.914	0.017	-1.171	0.574	-0.387	0.918	-1.735	0.323	-1.424	-1.53
114882	OSBPL8 || Oxysterol binding protein-like 8	1.082	-0.343	-0.254	-0.825	0.15	1.316	0.7	-0.537	-0.324	0.73	0.909	0.848	1.355	1.086	-0.384	0.853	-0.062	0.162	-0.133	-1.091	0	-0.277	-1.927	1.105	2.143	0.328	0.98	-0.892	-0.872	0.191	-0.751	0.035	1.347	1.764	0.694	-0.382	-0.027	0.026	2.448	-0.421	0.022	-0.531	1.042	-0.004	1.266	-0.599	-0.872	-0.548	0.203	0.324
165215	KIAA1946 || KIAA1946	1.062	-1.001	-0.292	-0.548	-0.738	-0.651	-1.811	-0.719	-1.188	-1.783	-0.716	1.327	-0.391	-0.106	0.883	-0.194	1.879	0.747	0.678	-0.914	-1.715	-0.588	-0.314	-0.139	0.906	0.457	1.451	0.709	0.313	2.237	-2.214	-0.355	0.19	0.174	1.537	1.336	-0.579	-1.095	0.569	-0.25	1.047	-0.573	0.259	0.128	0.521	1.077	2.326	1.458	1.549	1.171
79682	MLF1IP || MLF1 interacting protein	-3.572	2.794	0.908	3.445	-1.086	1.82	3.783	3.708	2.187	4.774	-0.058	-1.47	-1.584	-1.073	-2.934	-1.401	-2.53	-2.086	-0.928	4.029	2.839	2.537	4.491	1.194	-1.196	0.121	-1.479	0.434	-0.156	-3.17	1.315	1.628	0.866	-1.274	-4.6	-0.143	1.285	1.263	-3.243	0.753	0.343	1.96	-5.045	0.943	-2.641	0.981	-2.49	0.784	-1.891	-1.23
351	"APP || Amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)"	-0.535	-0.495	-0.768	-2.585	3.184	2.29	0.834	-0.047	0.617	1.393	1.664	0.678	0.714	-0.451	-0.735	2.184	-0.077	-0.038	-0.344	-1.718	-3.09	-1.243	-1.576	0.359	2.116	-0.765	0.694	-0.099	0.039	1.17	-1.154	-0.066	0.502	0.961	1.252	0.227	-0.194	-0.783	0.612	0.261	1.87	0.141	1.494	0.414	1.192	-1.063	0.008	-1.683	-0.283	0.253
4155	MBP || Myelin basic protein	1.95	-1.035	-0.826	0.045	3.107	2.812	0.072	-2.007	1.35	-2.879	0.754	0.94	4.072	-0.589	-1.178	3.338	-1.401	-1.474	0.743	-0.738	-1.34	-2.061	0.844	-1.312	0.906	0.564	1.537	-1.07	0.065	1.784	0.035	-0.573	-0.746	0.064	2.035	-0.811	-0.829	-0.425	0.032	-0.856	0.236	-0.473	1.824	0.367	0.48	-1.126	0.296	-1.371	0.184	-1.107
10535	"RNASEH2A || Ribonuclease H2, subunit A"	-1.994	3.165	1.327	1.923	-0.023	0.045	2.489	3.146	1.637	1.233	-1.278	-1.022	-0.855	-1.073	-1.728	-1.188	-1.777	-2.046	-1.95	3.342	2.143	2.03	2.457	2.421	-1.942	-0.17	-2.68	0.256	0.183	-1.387	3.217	2.438	-0.577	-1.778	-0.683	1.026	1.442	2.072	-2.845	1.254	-2.359	1.013	-2.851	2.25	-2.715	2.371	-2.31	1.425	-2.676	-1.848
57552	AADACL1 || Arylacetamide deacetylase-like 1	-2.428	1.04	-0.635	0.5	-1.222	0.15	1.785	2.656	-0.22	1.53	-0.194	-2.15	-0.059	-2.454	-4.079	-1.277	-4.395	-3.935	-1.188	2.342	3.179	1.899	2.668	1.532	-0.944	1.862	0.065	-0.167	0.638	-1.986	1.096	2.786	-1.773	-0.408	-1.585	-0.131	1.463	1.933	-1.299	1.131	-2.476	0.448	-1.263	2.286	0.13	0.598	-2.005	0.603	-2.433	-1.742
54998	AURKAIP1 || Aurora kinase A interacting protein 1	0.983	0.011	-0.007	-0.825	0.692	0.289	-1.298	-0.047	-0.481	-0.252	0.967	0.647	0.184	1.604	2.532	0.569	2.511	2.01	0.483	-0.718	-0.965	-0.768	-0.945	-0.37	0.839	-1.01	0.265	-0.135	-0.651	1.244	-1.538	-1.152	-0.343	-0.55	1.181	-0.537	-0.406	-0.286	1.353	-0.241	0.706	-0.581	0.711	-0.354	-0.086	-0.184	-0.998	-1.157	0.203	0.324
8741	"TNFSF13 || Tumor necrosis factor (ligand) superfamily, member 12"	2.048	-0.596	-0.768	-1.458	-0.023	0.846	-0.536	-1.354	0.251	-1.76	0.251	1.867	1.752	-0.641	-0.384	1.669	-0.062	-0.277	1.505	-0.404	0.035	-1.586	-1.366	0.572	2.063	0.182	1.051	-0.229	-0.534	0.586	-0.66	0.73	0.775	1.103	1.371	-0.107	0.233	-0.043	1.976	0.062	0.813	-0.573	1.24	0.188	0.98	-0.488	-1.304	-0.812	-0.021	1.224
55706	TMEM48 || Transmembrane protein 48	-0.555	2.423	1.879	3.011	-0.391	0.428	2.204	3.545	0.957	2.033	-0.194	-0.25	-0.346	-0.106	-0.964	-2.377	-1.627	-1.182	-0.993	3.97	0.071	2.914	3.194	1.496	-4.07	-0.063	-0.993	-0.326	0.365	0.308	2.12	2.641	-1.266	-1.133	-0.707	-0.477	1.577	1.517	-1.159	0.62	-1.195	0.473	-0.855	0.991	-0.868	1.221	-0.441	1.277	-0.938	-0.859
8195	MKKS || McKusick-Kaufman syndrome	-0.6335	0.3985	0.422	0.401	-0.371	0.1145	0.082	0.3065	0.251	1.1415	-0.786	-0.2955	-0.6225	-0.658	-0.4905	-0.709	-0.7615	-0.7495	-0.8065	1.9795	0.857	0.852	0.835	0.8835	-0.6775	0.0675	-0.9	-0.722	-0.2665	-0.4155	1.3885	0.882	-0.369	-0.558	-0.2795	0.961	0.572	0.6795	-0.4185	0.5825	-0.7945	0.4195	-1.61	0.9495	-1.053	0.918	-0.2705	1.006	-0.2175	-1.1775
84162	KIAA1109 || KIAA1109	-0.2	-0.967	-0.654	-0.37	2.102	1.455	-0.651	0.66	-0.063	-1.6	0.212	1.497	1.31	0.585	0.822	1.971	0.871	1.133	1.927	0.282	0.303	-0.244	-0.208	-0.672	0.813	0.594	1.609	0.046	-0.703	0.367	-1.263	-0.37	0.073	0.363	0.267	-0.776	-0.746	-1.165	0.279	-0.118	-0.202	-0.49	1.119	-1.059	0.259	-0.168	0.334	-1.437	-0.507	0.871
5411	"PNN || Pinin, desmosome associated protein"	-2.882	0.652	-0.007	0.737	-1.492	-0.425	0.396	0.588	-0.586	0.273	-1.568	-1.47	-1.341	-0.192	-0.216	-1.969	-0.544	-0.45	-1.074	-0.385	0.607	1.392	0.16	0.251	-0.584	0.732	-0.278	0.256	-0.117	-0.086	0.639	0.701	-0.811	-0.865	-0.196	0.43	0.525	0.627	-0.376	0.298	-0.17	0.531	-0.337	0.128	-1.089	0.662	0.547	0.274	-0.059	0.571
1325	CORT || Cortistatin	-1.028	0.972	0.127	0.836	-0.101	-0.268	1.804	1.568	1.454	1.05	0.019	-0.605	0.405	-1.418	-0.949	-0.017	-1.762	-1.355	0.37	2.028	0	1.294	1.861	0.928	-0.505	-0.322	-0.221	0.078	-0.351	-0.466	1.425	1.411	-0.733	-0.062	0.196	0.907	0.963	1.171	-0.139	0.308	-0.545	0.282	-0.127	-0.856	-1.136	1.221	-0.8	0.356	-0.507	-0.224
84897	TBRG1 || Transforming growth factor beta regulator 1	0.628	-0.917	-0.654	-1.142	1.194	0.411	-0.993	-0.537	-0.351	-0.549	0.251	0.307	-0.059	0.62	0.502	0.693	0.103	0.281	0.905	-0.698	-0.536	-0.965	-1.226	-0.139	0.746	0.61	1.051	-0.261	-0.82	1.112	-1.135	-0.322	0.216	0.489	0.979	0.119	-0.381	-0.598	1.214	-1.102	0.449	-0.274	0.501	-0.232	0.481	-1.047	0.44	-0.598	0.652	0.677
86	ACTL6A || Actin-like 6A	-0.792	1.141	0.584	0.935	-1.183	-0.146	1.347	1.749	0.853	1.53	-0.155	-0.466	-1.009	-0.158	-0.094	-0.567	-0.709	-0.091	-0.523	1.852	1.268	0.574	1.966	0.75	-0.678	0.762	-0.236	0.046	0.065	-0.086	1.37	0.846	-0.811	-1.384	-0.885	-0.131	0.536	0.835	-0.343	0.289	-1.27	0.316	-1.362	0.727	-1.505	1.013	-0.747	-0.039	-1.012	-0.065
7866	IFRD2 || Interferon-related developmental regulator 2	-0.831	1.141	0.241	0.084	-0.429	-0.373	0.358	0.515	-0.037	2.489	-1.626	0.152	-0.744	-0.762	-1.56	-1.561	-1.853	-1.94	-1.48	0.989	0.714	0.852	0.44	1.301	-0.93	-1.025	-1.551	0.046	-0.156	-0.437	1.645	1.164	-0.681	-0.109	-0.279	0.37	0.744	0.662	-0.666	0.346	-0.512	0.448	-0.513	1.087	-0.406	1.045	-1.052	0.586	-0.246	-0.93
84680	ACCS || 1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	0.648	-2.199	-1.187	-1.675	0.402	0.724	-0.689	-2.134	0.408	-0.252	2.573	1.265	0.78	0.032	0.212	-0.283	0.45	0.694	0.662	-0.934	-0.893	-2.486	-2.085	-0.459	1.425	0.457	1.609	-0.779	-0.766	0.484	-2.415	-2.237	-0.252	1.465	0.563	-0.43	-1.693	-2.298	0.677	-1.348	0.983	-1.171	0.909	-1.095	0.192	-1.781	-0.225	-1.404	0.147	1.065
55186	"SLC25A36 || Solute carrier family 25, member 36"	0.392	-0.515	-0.216	-0.153	0.711	0.324	-0.498	-0.664	-0.22	-1.463	0.348	0.307	0.162	0.861	0.624	0.374	0.119	0.241	1.051	-1.62	-0.501	-0.588	-1.506	-1.027	0.626	0.457	0.569	-0.083	0.625	0.644	-1.3	-0.732	-0.057	0.442	0.48	-0.955	-0.756	-1.373	0.72	-0.657	-0.063	-0.349	0.843	-0.016	0.278	-0.935	0.134	-0.976	0.483	0.871
2181	ACSL3 || Acyl-CoA synthetase long-chain family member 3	1.496	-0.748	1.079	0.658	1.6	0.776	-0.993	-0.174	-1.502	-2.08	1.045	0.777	2.282	1.966	0.99	2.095	0.465	0.002	0.824	-1.13	-0.679	0.001	-0.787	-1.472	1.491	0.136	1.537	-1.312	-0.682	0.308	-1.263	-0.659	-0.343	-0.172	-0.184	-0.716	-0.433	-1.118	0.355	-0.4	1.005	-0.681	1.483	-0.412	1.7	-0.615	1.59	-1.108	0.988	-0.153
10465	PPIH || Peptidylprolyl isomerase H (cyclophilin H)	-1.285	0.804	0.451	0.084	-1.202	-0.79	1.005	1.277	0.303	0.548	-1.045	-0.883	-0.28	-0.451	-1.086	-1.419	-1.296	-1.102	-2.015	1.361	0.321	0.885	0.633	1.105	-0.984	1.541	-0.607	0.645	-0.091	-0.086	1.462	1.107	-0.187	-0.204	0.124	0.203	1.098	0.662	-0.988	0.563	-0.949	0.415	-0.557	1.482	-0.868	0.822	-0.189	0.586	-0.564	-0.135
79158	"GNPTAB || N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits"	-0.279	-0.866	-0.921	-0.41	1.6	1.699	0.053	-0.12	0.251	-0.709	1.412	-0.11	1.531	-0.209	0.166	1.101	-0.017	-0.304	0.224	-0.483	0.142	-0.457	-1.348	0.235	2.409	-0.001	1.637	-0.245	0.026	1.828	-1.812	-0.413	0.216	0.914	1.264	-0.251	-0.162	-0.749	0.741	-1.225	0.353	-0.573	1.67	-0.292	1.026	-2.5	1.338	0.142	1.867	-0.789
64750	SMURF2 || SMAD specific E3 ubiquitin protein ligase 2	-1.758	0.601	1.27	1.192	-1.144	0.898	-0.175	1.531	-0.821	-0.069	-0.213	-1.563	-1.915	-0.71	-0.231	-0.798	-0.709	-1.195	-0.977	2.048	0.678	2.079	2.071	0.857	-0.718	0.136	-0.135	-1.021	1.732	0.337	0.657	1.715	-0.876	0.709	-0.79	0.239	1.39	1.529	-0.515	0.999	-0.49	0.299	-0.712	0.811	-0.775	1.333	1.931	2.05	-0.077	-2.307
1978	EIF4EBP1 || Eukaryotic translation initiation factor 4E binding protein 1	-0.989	0.77	0.793	0.658	-2.458	-1.765	-0.936	0.751	-0.481	0.502	-1.858	-1.208	-1.716	0.775	-0.613	-2.058	-0.152	-0.636	-2.583	-0.09	0.446	0.508	0.756	0.945	-1.503	0.258	-1.751	0.499	-0.716	0.425	0.748	0.556	-0.811	-2.093	-2.048	0.537	0.608	0.199	-1.428	-0.032	-2.658	0.407	-1.891	2.382	-1.235	0.79	0.404	1.622	1.213	0.677
5352	"PLOD2 || Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2"	-1.383	1.04	0.393	1.725	-4.97	-1.974	-0.803	2.493	-2.731	-0.252	-1.8	-0.466	-2.047	0.343	0.15	-3.957	-0.528	-0.171	-0.847	2.362	0.446	1.654	2.983	-0.441	-2.62	2.107	-0.564	0.224	1.888	1.17	0.401	1.816	-0.122	-0.141	-1.003	1.802	1.64	0.384	-1.857	-0.298	-2.188	-0.556	-3.192	0.451	0.001	0.327	0.368	2.79	1.437	-0.559
5920	RARRES3 || Retinoic acid receptor responder (tazarotene induced) 3	4.947	-3.025	-1.816	-3.04	2.006	0.585	-2.496	-3.585	-1.397	-3.885	1.141	1.605	0.581	-0.572	2.212	0.64	1.051	2.05	0.029	-0.973	-2.072	-3.223	-0.279	-1.063	2.276	-0.261	-0.321	1.146	-2.239	1.989	0.474	-0.558	2.673	2.158	3.816	-0.203	-2.797	-1.327	1.439	0.346	-0.586	-1.586	1.615	-0.31	1.95	-3.234	0.044	-1.946	0.164	1.171
23479	ISCU || Iron-sulfur cluster scaffold homolog (E. coli)	0.865	-1.625	-1.206	-1.379	0.981	0.585	-0.27	-1.317	-0.821	-1.623	-0.039	-0.095	0.073	0.05	0.303	0.32	0.119	-0.543	0.5	-2.287	-0.965	-2.045	-1.629	-0.133	0.573	-0.001	0.594	-0.665	-1.198	1.083	-1.282	-0.37	0.034	0.93	1.406	0.334	-0.641	-0.725	1.375	-0.184	1.154	-0.565	0.997	-0.016	0.86	-0.839	0.368	-0.351	1.082	1.118
7283	"TUBG1 || Tubulin, gamma 1"	-1.285	1.63	0.355	-0.015	-0.545	0.15	1.576	0.642	2.317	1.484	-0.891	-0.883	-1.407	-1.556	-2.186	-1.384	-1.507	-1.7	-1.301	1.047	1.357	0.246	0.423	2.012	-0.558	0.121	-1.065	-0.031	0.326	-0.744	1.919	1.932	0.151	-0.046	-0.232	1.48	1.275	1.02	-0.603	1.557	-0.167	0.53	0.137	1.363	0.268	1.285	-0.329	0.967	-1.068	-0.175
10452	TOMM40 || Translocase of outer mitochondrial membrane 40 homolog (yeast)	-1.423	1.9	1.365	1.132	-1.26	-0.233	-0.46	0.279	-0.298	1.713	-1.877	-0.96	-0.744	-0.209	-0.598	-1.011	-0.86	-0.503	-0.863	-0.012	1.268	1.997	0.511	2.278	0.028	0.854	-0.521	0.871	-0.104	-1.168	1.864	1.454	-1.032	-0.849	-0.991	0.274	0.848	0.65	-1.084	0.62	-1.302	0.307	-0.436	1.015	-1.838	2.051	-0.477	1.705	0.072	0.447
6631	SNRPC || Small nuclear ribonucleoprotein polypeptide C	-0.693	0.567	0.812	0.46	-1.028	-0.164	0.053	-0.12	0.46	0.822	-0.794	-0.883	-1.363	-0.796	-0.781	-1.65	-0.86	-0.796	-0.182	0.282	0.262	0.263	0.353	0.821	-0.598	-0.261	-1.422	0.046	0.339	-0.422	1.553	1.555	0.073	-0.361	-0.113	0.752	0.442	0.974	-0.053	0.658	-0.063	0.631	-0.348	1.327	0.065	1.508	-0.459	0.586	-0.115	-0.559
7029	TFDP2 || Transcription factor Dp-2 (E2F dimerization partner 2)	1.457	-0.63	-0.673	-0.232	2.044	1.037	-0.765	-0.737	-0.168	-0.046	1.006	1.079	0.603	0.844	1.235	1.776	1.413	1.439	0.516	-1.816	-0.375	-0.686	-0.892	-0.832	0.054	-0.17	1.366	-0.892	-0.69	1.083	-0.587	-2.136	0.008	0.41	1.394	-0.286	-0.735	-1.084	0.784	-3.685	-0.307	-0.623	0.898	-0.69	-0.48	-0.472	0.26	-0.384	1.175	1.807
6635	SNRPE || Small nuclear ribonucleoprotein polypeptide E	-0.851	0.298	0.336	0.579	-1.647	-1.434	0.206	0.08	-0.743	-0.001	-2.052	-1.64	-1.12	-0.589	-0.964	-1.295	-1.13	-1.142	-1.447	0.165	0.625	1.261	0.633	0.341	-1.157	1.083	-0.479	-1.118	0.117	-1.182	1.315	0.281	0.398	-0.429	-0.256	0.43	0.598	0.882	-0.547	1.131	-0.063	1.329	-0.4	0.698	-0.35	0.327	-0.028	-0.071	-0.769	-0.648
182	JAG1 || Jagged 1 (Alagille syndrome)	2.206	-0.057	0.298	-0.548	0.885	-1.104	-1.012	-2.007	-0.586	-2.08	-1.084	2.934	0.935	0.948	2.105	0.462	1.097	1.638	-0.782	-0.738	-1.661	-1.292	-1.418	-1.347	-0.039	-0.261	0.608	0.111	-1.666	0.776	-1.702	-0.688	0.177	0.536	1.062	0.978	-1.464	-2.922	1.847	0.109	0.642	-1.81	0.171	-1.374	-0.471	0.486	2.362	0.586	1.587	1.665
57122	NUP107 || Nucleoporin 107kDa	-0.634	1.5285	0.5555	1.4885	-0.4485	-0.8165	1.2335	2.148	0.434	1.77	-0.5905	2.6015	-0.269	-0.451	-0.4375	-0.292	-0.491	-0.7295	-0.5385	2.214	1.1695	2.243	2.282	0.83	-0.7225	1.091	-0.4215	0.418	-0.1365	-0.6345	1.681	0.9905	-0.265	-0.865	0.065	0.1135	0.926	0.8755	-0.8535	0.431	-0.7785	0.3985	-0.6235	0.2895	-0.928	0.798	-0.657	0.381	-0.9375	0.0145
1981	"EIF4G1 || Eukaryotic translation initiation factor 4 gamma, 1"	-0.772	1.175	0.965	0.144	-0.932	-0.634	0.567	-0.265	0.382	0.639	-1.452	-0.45	-0.7	-0.693	-1.163	-1.508	-0.664	-0.956	-1.253	0.518	-0.197	0.394	0.002	0.732	0.028	-0.613	-1.251	0.046	0.183	-0.349	1.059	1.049	-0.915	-0.361	-0.066	0.728	1.285	0.847	0.344	0.611	-0.052	0.465	-0.138	0.991	0.481	1.987	0.044	1.063	0.652	-0.365
64397	ZFP106 || Zinc finger protein 106 homolog (mouse)	1.003	-1.1695	-0.359	-0.4595	0.614	1.7855	0.634	-0.664	-0.141	-1.931	0.251	0.384	2.8015	0.378	0.0435	1.0745	0.234	0.035	0.9865	-1.2575	-0.6075	-0.9485	-0.5765	-0.956	0.8325	1.1595	1.787	-1.272	0.059	0.549	-1.5195	-0.9635	-0.3365	0.119	0.1595	-0.036	-0.605	-0.7655	0.591	-0.25	1.5705	-0.747	0.733	-0.544	0.1805	-0.256	2.4975	-0.236	2.2035	0.7475
6675	UAP1 || UDP-N-acteylglucosamine pyrophosphorylase 1	-1.403	-0.942	-2.035	-1.132	-1.1635	0.802	1.8515	2.1845	0.2905	1.85	-1.152	-1.7715	-0.6005	-2.3675	-3.0945	-0.6915	-2.8905	-2.0015	-1.366	2.4005	1.446	0.5735	2.4745	1.301	-0.571	1.618	0.1075	0.0465	1.0095	0.2055	1.736	2.055	-0.9345	-0.44	-0.926	0.215	1.931	1.5695	-0.3435	0.8045	-1.1255	0.7055	-0.3145	1.746	0.0285	0.7895	0.61	1.162	-0.255	-0.666
51566	"ARMCX3 || Armadillo repeat containing, X-linked 3"	0.628	-1.069	-0.33	-1.043	-0.294	0.184	-0.346	-0.936	-0.455	-0.892	-0.233	0.446	0.824	0.965	0.517	0.942	0.57	0.335	0.629	-1.62	-0.858	-1.57	-1.945	-0.743	0.52	0.212	0.451	-0.762	-0.026	1.214	-1.867	-0.442	0.112	0.032	0.504	0.477	-0.35	-0.899	1.01	-0.175	1.154	-0.257	0.468	-0.508	0.712	-0.2	0.997	0.06	0.988	0.129
4172	MCM3 || Minichromosome maintenance complex component 3	-0.456	1.057	-0.426	1.112	-1.086	1.385	2.451	1.967	0.12	2.604	-1.103	-1.671	-1.539	-2.782	-1.88	-1.242	-2.093	-1.714	-0.792	1.557	1.607	1.408	2.334	0.75	-1.675	-0.46	-1.179	-0.665	1.628	-1.124	1.864	1.628	0.372	0.143	-0.873	0.239	0.869	1.228	-2.04	-0.506	1.816	1.628	-0.756	1.447	-1.538	0.598	-1.142	0.504	-1.611	-0.895
2744	GLS || Glutaminase	-0.634	-0.866	-1.987	-0.667	-0.429	-0.042	0.681	0.261	-1.58	1.393	-0.078	-0.188	0.802	-0.727	-0.43	-0.39	-1.175	0.029	1.067	-2.189	0.571	-0.539	-1.699	-0.53	0.294	1.572	1.737	1.033	1.563	2.851	-3.366	0.093	-0.044	0.961	-0.54	2.398	0.64	0.292	1.031	0.337	1.293	-1.055	0.093	0.051	0.37	0.822	3.638	2.774	3.382	1.436
64968	"MRPS6 || Solute carrier family 5 (inositol transporters), member 3"	-0.101	-1.709	-2.235	-1.834	1.928	0.602	-1.031	0.025	-0.429	-0.184	0.89	-0.049	-0.214	-1.712	-1.056	2.361	-1.476	-0.929	0.029	-1.64	-0.286	-0.719	-1.717	0.163	1.797	-0.139	2.552	-0.213	-0.625	-0.773	-0.166	0.252	1.126	0.505	0.552	1.229	-0.266	-0.644	0.644	0.421	1.912	0.656	2.475	-0.472	1.026	2.307	2.452	2.165	2.54	-0.135
3015	"H2AFZ || H2A histone family, member Z"	-1.738	2.76	2.05	2.398	-1.84	-0.564	1.956	2.221	1.219	2.375	-0.949	-1.238	-1.296	-0.727	-1.499	-1.295	-1.341	-1.647	-1.902	3.283	2.107	2.685	2.65	2.225	-1.21	0.136	-1.436	0.208	0.586	-0.612	2.98	2.525	-0.993	-1.054	0.219	1.348	1.994	1.76	-0.419	1.188	-0.917	1.079	-0.855	1.842	-0.397	2.323	-1.25	1.639	-0.9	-1.354
3182	HNRNPAB || Heterogeneous nuclear ribonucleoprotein A/B	-0.91	2.119	1.079	0.875	-1.357	-1.034	0.719	1.658	-0.22	2.649	-1.781	-0.929	-1.23	-0.347	-0.72	-1.277	-1.055	-0.65	-1.61	1.616	1.357	1.736	1.265	1.301	-1.063	0.273	-0.75	-0.245	0.313	-0.028	2.047	1.599	-1.201	-0.33	-0.493	0.621	0.817	0.854	-0.504	0.895	-0.309	0.49	0.115	1.497	0.087	1.317	-0.446	1.886	-0.694	-0.7
23451	"SF3B1 || Splicing factor 3b, subunit 1, 155kDa"	0.616	-0.809	-0.17	-0.659	0.293	0.174	-1.005	-1.002	-0.105	-1.362	0.801	0.761	-0.227	1.006	1.653	0.824	1.419	1.83	0.733	-0.887	-0.886	-0.86	-0.622	-1.127	0.299	-0.301	0.199	-0.511	-0.259	1.352	-2.061	-0.726	-0.273	0.48	0.663	-0.425	0.05	-0.293	1.025	-0.578	0.881	-0.877	0.484	-0.683	0.416	-0.456	0.483	-1.578	0.164	0.154
8861	LDB1 || LIM domain binding 1	1.18	0.247	1.403	0.183	0.035	-0.024	-0.365	-1.698	-0.22	0.251	0.212	1.574	-0.987	1.569	2.563	-0.762	1.729	1.744	-0.441	-1.169	-0.215	-0.326	-2.33	-0.281	0.44	-0.276	-0.15	0.022	-0.168	1.112	-0.898	-0.804	-0.577	0.221	1.05	0.37	-0.527	-0.21	0.934	-0.307	0.311	-0.565	0.339	-0.112	0.592	0.263	-0.369	-0.022	0.932	0.43
3815	KIT || V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	-0.318	-1.541	-1.416	-2.427	0.556	0.445	-1.145	-0.991	-0.089	-1.257	0.271	-1.13	0.427	-0.054	-0.842	1.403	-0.408	-0.783	0.029	-1.738	-1.179	-1.455	0.037	-0.076	1.052	0.107	0.508	-1.296	-0.573	1.302	-1.995	-0.399	0.086	0.961	0.468	0.573	-0.339	-0.85	0.72	0.554	1.293	-0.473	1.527	-0.232	0.479	0.726	1.536	-0.943	0.951	-0.63
2023	"ENO1 || Enolase 1, (alpha)"	-1.6985	1.4445	1.031	1.0235	-2.642	-1.0945	0.662	0.116	0.421	0.8335	-1.2775	-1.5865	-1.2635	-1.8235	-2.827	-2.049	-2.695	-2.0065	-1.6905	1.1745	1.0715	0.811	1.7295	1.1325	-1.3495	0.2505	-0.7785	0.5635	0.593	-0.547	1.672	1.1065	-1.2075	-0.7625	-0.938	0.5965	0.5095	0.3265	-1.068	0.8095	-0.6235	0.432	-1.103	1.213	-0.429	1.492	-0.0275	0.6885	-0.264	-1.61
84159	ARID5B || AT rich interactive domain 5B (MRF1-like)	0.471	-0.799	1.136	-0.272	-0.7	-0.634	-1.05	-2.95	-2.155	-3.222	0.599	-0.744	-0.457	0.55	1.937	0.196	2.014	2.569	-1.318	-2.621	-2.072	-0.326	-0.612	-0.245	0.919	0.9	1.194	-1.345	-1.341	0.104	-0.02	0.195	0.827	1.654	2.047	0.084	0.733	-0.413	1.321	-1.149	0.535	-0.565	0.865	-0.457	1.137	0.231	1.266	-0.104	0.895	0.606
55268	ECHDC2 || Enoyl Coenzyme A hydratase domain containing 2	1.24	-0.849	1.06	-2.051	1.291	0.393	-0.384	-1.662	1.062	-3.108	0.948	1.327	0.162	0.274	1.418	1.101	0.735	0.72	-0.441	-1.659	-1.143	-1.995	-2.243	-0.885	1.158	-0.628	0.765	-1.28	-0.403	0.542	-1.19	0.281	0.203	1.134	1.727	-2.267	-0.891	-0.483	1.396	-1.802	0.314	-0.698	1.008	-0.88	0.324	-0.919	0.188	-0.68	0.54	-0.083
