CLID	NAME	Ca6687 || Present	Ca7367 || Present	Ca9079 || Present	Ca7845 || Present	Ca7722 || Present	Ca7589 || Present	Ca7102 || Present	Ca7811 || Present	Ca11460 || Present	Ca7422 || Present	Ca7493 || Present	Ca8196 || Present	Ca9298 || Present	Ca7732 || Present	Ca7246 || Present	Ca6537 || Present	Ca6388 || Present	Ca8610 || Present	Ca7921 || Present	Ca6257 || Present	Ca8212 || Present	Ca6716 || Present	Ca6014 || Present	Ca7549 || Present	Ca8560 || Present	Ca6144 || Present	Ca7604 || Present	Ca10289 || Present	Ca7357 || Present	Ca8401 || Present	Ca11620 || Present	Ca11442 || Absent	Ca7244 || Absent	Ca11829 || Absent	Ca9909 || Absent	Ca7495 || Absent	Ca7461 || Absent	Ca6125 || Absent	Ca8237 || Absent	Ca10960 || Absent	Ca6042 || Absent	Ca7106 || Absent	Ca7982 || Absent	Ca7214 || Absent	Ca6474 || Absent	Ca6464 || Absent	Ca6188 || Absent	Ca8333 || Absent	Ca6061 || Absent	Ca6366 || Absent	Ca7408 || Absent	Ca6617 || Absent	Ca9126 || Absent	Ca8582 || Absent	Ca9174 || Absent	Ca8174 || Absent	Ca11205 || Absent	Ca10109 || Absent	Ca9539 || Absent	Ca6318 || Absent	Ca9795 || Absent	Ca6146 || Absent	Ca6012 || Absent	Ca13351 || Absent	Ca6206 || Absent	Ca6219 || Absent	Ca10419 || Absent	Ca10481 || Absent	Ca11379 || Absent	Ca6165 || Absent	Ca11570 || Absent	Ca11968 || Absent	Ca10591 || Absent	Ca7609 || Absent	Ca6110 || Absent	Ca9159 || Absent	Ca6021 || Absent	Ca8173 || Absent	Ca9765 || Absent	Ca7366 || Absent	Ca7151 || Absent	Ca10335 || Absent
205564	SENP5	0.3972	-0.07262	0.2766	0.446	-0.1121	0.6837	-0.4707	0.6234	1.802	-0.1934	0.7014	1.938	0.8133	0.9429	1.207	1.798	0.3218	-0.0625	0.7451	0.561	1.166	1.323	1.115	0.03722	0.2953	0.6613	0.4192	0.09001	-0.3242	0.1316	-0.1906	0.1878	0.3498	0.216	-0.2186	0.1682	0.1156	0.3389	-0.1673	-0.2923	0.1685	-0.5202	-0.224	-0.03039	-0.01174	-0.7568	-0.759	-0.4014	-0.3383	-0.3752	-0.2845	-0.2755	-0.7857	-0.8462	-1.396	-0.4237	-0.2732	0.4827	-0.1098	-0.5291	-0.2093	-0.1911	-0.5997	-1.879	0.0601	0.656	-0.08584	-1	-0.589	-0.4072	0.2242	-0.1891	-0.4043	-0.1922	-0.5772	0.5145	-0.163	0.4725	0.4914	0.1034	-0.7572	-0.1842
51642	MRPL48	0.6408	-0.267	0.6171	1.997	-0.322	0.483	-0.1281	0.09955	0.04148	1.209	3.33	0.5738	0.5992	0.8429	2.072	1.468	0.6521	0.0794	2.111	0.5982	1.05	0.8799	1.864	0.1518	0.9574	-0.007232	1.943	0.485	0.7002	-0.2622	0.5501	-0.2715	0.02831	0.09477	0.3703	-0.2538	0.1488	-0.3232	0.1073	0.2001	-0.5004	-0.561	0.075	-0.5203	0.0324	0.08137	-0.5506	-0.3674	1.18E-08	-0.5309	-0.7834	-0.5722	-0.2483	-0.5367	-0.2115	-0.09214	-0.6779	-0.7952	-0.4245	-0.4683	-0.2052	-0.06586	-0.363	-0.254	0.01964	-0.8003	-0.8568	0.336	-0.6027	0.4523	-0.275	-0.7405	-0.1708	1.273	-1.087	-0.4179	-0.3254	-0.4846	-0.35	-0.6649	-0.2713	0.05676
9392	TGFBRAP1	0.2143	0.495	1.108	0.5794	0.2166	0.07605	-0.3094	0.3798	0.4897	-0.2921	0.5436	1.447	0.9179	1.312	1.614	0.8635	0.8336	0.6692	1.013	0.3379	1.73	0.8726	0.8234	0.08891	1.648	0.2135	0.2351	-0.1534	-0.387	0.586	-0.2718	-1.032	-0.1415	-0.1727	0.1417	0.5497	0.3211	0.55	0.7391	-0.2434	-0.3295	-0.08299	-1.597	-0.153	0.2957	-0.01792	0.7147	0.1642	0.3663	-0.809	-1.474	-0.7679	-0.958	-0.94	-0.3199	-0.8774	-0.6679	-0.3299	0.1495	0.1399	-0.196	-0.8742	0.1679	-1.011	0.04977	0.6634	-0.4781	-1.913	-0.3706	-0.2413	-0.3725	-1.106	-0.6582	-1.582	-0.1646	-0.1114	-5.38E-08	-0.5719	-0.7281	-0.07913	-1.259	0.08285
219988	FLJ36874	-0.0415	0.009	0.7305	0.5421	-0.3986	0.1936	0.1465	0.0107	0.0169	-0.3213	0.2323	1.013	0.5359	0.8819	0.926	0.637	0.609	0.3635	0.6111	-0.1733	1.099	0.6639	0.7323	0.0907	0.9175	-0.0697	0.477	0.2859	-0.2813	0.3562	0.0231	-0.8129	1.41E-08	0.2213	0.39	0.3607	0.1978	0.2128	-0.0439	0.0328	-0.4548	-0.2003	0.0183	-0.577	-0.1033	-0.2625	0.3512	0.0222	0.2702	-0.8037	-1.067	-0.7158	-0.5079	-0.5499	-0.2497	-0.5599	-0.3691	-0.4119	-0.1739	-0.0664	0.1043	-0.2387	0.0653	-0.4368	0.0793	0.1858	-0.4041	-0.8082	-0.3172	-0.3251	-0.4376	-1.262	-0.4915	-1.304	-0.4374	-0.0616	0.0352	-0.5418	-0.8526	-0.3897	-0.7008	-0.3322
10963	STIP1	-0.7336	0.1559	0.4184	-0.3219	1.052	0.6312	0.152	0.6222	0.715	0.1124	0.3564	0.411	0.7476	0.1024	1.111	-0.1029	0.3264	0.3527	0.9306	-0.1316	0.256	0.4257	0.7238	0.6952	1.541	-0.1379	0.04208	0.9147	-1.591	0.597	0.387	-0.1577	0.08028	0.01316	0.04923	0.1637	-0.1947	0.06627	-0.02156	0.007837	0.546	0.3206	-0.85098	-0.6656	0.0389	-0.2264	-0.2274	-0.8456	-0.09555	-0.453	-1.709	-0.308	-0.01569	-0.3861	-0.6477	-0.5692	-0.5248	-0.9398	-0.1151	-0.3737	-0.1747	-1.223	-0.4325	-1.085	-0.5101	-0.3138	-0.4161	-1.439	-0.3949	-0.4371	0.5189	-0.2954	-1.416	-0.5254	0.5762	-0.3788	-0.133	-0.007837	-0.4562	-0.4807	-1.554	0.2694
25852	ARMC8	-0.1823	0.0405	-0.1048	0.0206	0.047	0.2717	0.4988	0.0449	0.4252	-0.2923	0.5788	0.3425	0.1848	0.5898	0.2706	0.7992	-0.0232	0.0435	0.1532	0.0121	0.2669	0.1828	0.729	-0.0337	0.408	0.4788	1.153	0.1493	0.2525	0.3216	0.1982	-0.0008	0.3564	-0.1363	0.0317	0.2712	0.0839	0.322	-0.6865	0.0952	-0.145	-0.3484	0.3286	0.1085	-0.2429	-0.2194	-0.3967	-0.2743	0.1245	-0.1677	-0.4679	-0.2611	0.0377	-0.0066	-0.4164	2.87E-09	-0.7156	-0.1331	-0.1064	-0.2311	-0.0931	-0.0098	-0.3791	-0.3936	-0.2244	-0.1756	0.1838	-0.8933	-0.2448	-0.1102	-0.3067	-0.2396	-0.6787	-0.268	0.1853	-0.3099	-0.3543	-0.368	-0.0448	-0.4436	0.3061	0.335
2999	GZMH	-0.1147	0.3944	0.3162	0.765	0.3782	-0.7335	0.08125	-0.7924	-0.5043	1.633	1.565	0.4268	0.4225	0.2317	1.097	0.9136	0.8254	0.339	0.4587	1.176	1.188	0.6344	0.9418	1.061	0.5937	0.4931	-0.01573	0.211370001	0.5958	1.318	0.4661	0.2281	0.1333	-0.5344	-0.404	-0.1009	0.283	-1.028	-0.09112	0.5643	-2.102	0.03188	0.3175	-0.4179	-1.211	-0.2607	-0.534	-0.8176	-0.6649	-0.27057	-0.65662	-0.9365	-0.4511	-0.273889997	-0.767	-0.30225	0.3121	0.1548	-0.004082	-0.08157	-0.01944	0.2434	-0.5358	-0.4587	0.004082	-0.05135	-0.1707	-0.36839	-0.5316	-0.9617	0.1389	-1.014	-0.5871	-0.194417996	0.5157	-0.4698	-1.147	0.6256	1.604	-0.4197	0.074	0.7612
8532	CPZ	-0.1811	0.5958	0.6601	0.1716	0.1823	0.7829	0.6774	0.0091	0.3511	-0.2059	0.7433	0.0422	0.9648	-0.2578	0.0478	0.8094	0.348	0.402	0.4099	-0.2402	0.4549	0.2742	0.1174	0.9111	0.5575	0.3804	-0.0782	0.0049	-0.6688	-0.0814	0.0575	-0.5189	-0.294	-0.0509	-0.3196	-0.1705	0.5605	0.0672	0.362	-0.0785	-0.2145	-0.5228	-1.256	0.7284	-0.8654	-0.7357	0.1885	-0.3809	-0.3294	-1.204	-0.5332	-0.8824	-0.7109	-0.3218	-1.038	0.2222	0.1158	-0.2573	-0.2356	0.3823	0.2058	-0.6407	-0.2822	-0.8662	-0.553	0.9232	0.3258	-0.9199	-0.7865	-0.858	-0.2054	-0.2478	0.1307	-0.3255	0.0278	-0.6368	-0.0822	-0.7396	-0.7984	-0.3515	-0.923	-0.6627
6619	SNAPC3	-0.3898	0.0296	-0.1065	0.0605	0.559	-0.3419	-0.3768	0.5545	0.0753	-0.9313	0.497	0.6633	1.169	-0.7341	-0.4096	0.3626	0.8895	0.5096	-0.2564	1.068	0.8441	1.348	0.1862	0.2233	0.7839	1.627	0.5386	1.128	1.026	0.0147	-0.0109	0.1771	-0.2673	0.1655	-0.1809	0.4547	0.4428	0.0924	0.1457	-0.1455	-0.2257	0.0306	-0.7933	-0.5103	0.3236	0.2883	0.0808	0.1195	-0.3475	-0.3885	-0.6701	-0.1472	-0.1576	0.0367	-0.5035	-0.3129	0.2469	0.2912	-0.2597	0.0267	0.0967	-0.1191	-0.5364	-1.416	-0.8957	-0.2112	-0.1835	-0.0214	-0.3922	-0.6405	-0.0221	0.2077	-3.335	-1.138	0.042	-1.083	-0.8057	-0.1707	-0.7959	-1.178	-0.6512	-0.0571
92342	C1orf156	0.1496	-0.4514	0.4194	0.5591	0.28	0.7418	0.3618	-0.2446	0.2571	-2.001	0.7869	0.4115	-0.144	0.6855	1.542	0.1606	0.07868	0.028	0.71	0.8238	0.09065	0.01999	0.1699	0.4322	0.3128	-0.09745	0.4063	0.3317	0.7181	0.303	0.1741	0.6049	0.001126	-0.7414	0.7182	0.8353	0.3465	-0.2764	-0.1051	0.2896	-0.2356	0.1872	-0.4392	-1.391	-0.3437	-0.2333	-0.4703	0.2454	-0.268	0.6957	-0.1972	-0.2666	-0.6503	0.6401	-0.1777296	0.1416	-0.2993461	-0.3965	0.2442	0.2459	0.01573	-0.2214	-0.6826	-2.366	-0.3398	-0.2623	0.8902	-0.6743	-0.09019	-0.5205	0.4616	-0.283	-1.338	0.4566	0.1372	-0.4815	-1.058	-0.1253	-1.01	-1.218	-0.5441	-0.1091
55827	IQWD1	-0.7426	0.1783	0.1361	-0.0618	-0.1525	0.2815	-0.0774	0.3697	1.004	-0.3468	0.3439	0.8257	0.6973	0.624	0.4995	0.0238	0.098	0.2099	0.7271	0.1237	0.1794	-0.0844	0.3898	-0.0531	0.2106	-0.4065	-0.4813	0.5819	0.5226	-0.3233	0.2568	-0.0218	0.4006	-0.1309	0.1793	1.06	0.4156	-0.6552	0.2482	0.2684	-0.0226	0.3299	-1.693	-0.1028	-1.176	0.0063	0.1045	0.3692	-0.3498	0.0708	-0.535	-0.205	0.3207	0.0998	-0.2571	-0.5547	-0.0674	-0.1419	0.2738	0.2355	0.0063	-0.4259	-1.173	-0.6001	-0.5262	0.2778	0.9302	-0.7883	0.1373	-0.2428	0.7348	0.4225	-0.4465	0.3478	-0.0964	-1.01E-08	0.1137	-0.0862	-0.792	-0.3739	-1.134	0.3627
3192	HNRPU	-0.0259	0.2994	0.137	-0.2971	0.9419	0.4275	0.0609	-0.066	0.0544	-0.6167	0.2206	0.2166	0.0264	-0.3466	0.3764	0.0934	0.1522	0.6744	0.2257	0.3597	0.4007	0.4552	0.2481	0.1624	0.5075	-0.2656	0.8544	-0.086	-0.3398	0.3023	0.2228	0.1239	0.3494	-0.2281	0.3697	0.4071	-0.4059	0.0694	0.6179	-0.0783	0.0974	0.2504	-2.144	-0.1818	0.4121	0.2027	0.2863	-0.0021	-0.0771	-0.1333	-0.6365	-0.1186	-0.5151	0.1088	-0.113	-0.4592	-1.56	-0.3635	-0.016	0.1809	0.1156	-0.1506	-0.4697	-0.7779	-0.3241	0.213	0.6699	-1.087	-0.0992	-0.5057	0.6191	-0.3419	-1.906	1.31E-08	0.3566	0.1887	-0.573	-0.2002	-0.8675	0.0903	-0.4121	0.0863
7936	RDBP	0.3207	-0.1625	0.2265	0.5076	0.1556	0.3711	0.156	-0.15	-0.3337	0.1226	0.5762	0.7718	0.2936	-0.1676	0.6501	0.3078	0.5686	1.001	-0.417	0.3407	0.2263	0.7465	0.2203	0.4972	0.8842	0.8177	0.2931	0.1158	-0.3742	0.09644	0.1812	0.1543	-0.1683	-0.3862	-0.06268	-0.5608	0.3256	0.1358	1.162	-0.2487	0.07955	-0.4824	-1.283	-0.2138	-0.02655	-0.2319	-0.4634	-0.4472	-0.1747	0.3178	-0.6892	1.20E-08	-0.172	-0.3463	0.0626	-0.2398	-0.46	-0.1879	0.1182	0.1293	-0.377	-0.5593	0.4822	-0.5275	-0.3708	0.09477	0.2005	-0.1386	-0.2073	0.195	0.2655	0.215	-0.4064	-0.3852	0.3428	0.2483	-0.02232	-0.3269	-0.3696	-0.6211	-0.4387	0.04832
5870	RAB6A	0.4234	0.1765	0.6023	-0.2607	0.2196	0.4824	0.0876	0.417	0.4875	-0.2571	0.2512	1.142	0.8627	0.3344	1.986	0.2327	0.1944	0.6581	-0.4391	0.8161	1.065	0.7537	0.8442	0.2971	0.3996	0.6726	-0.286	0.6048	-0.2205	-0.9389	-0.2852	-0.5836	0.1236	-0.4967	0.7342	0.2465	0.1796	0.3025	0.5471	1.14E-08	-0.0096	-0.1592	-1.321	-0.0439	0.177	0.1919	0.2815	-0.4588	0.3129	-0.3412	-1.567	-0.5072	-0.5211	-0.0755	-0.2575	-0.1803	-0.5442	0.0006	0.2809	0.4173	0.0954	0.3948	-0.4536	-1.22	-0.6132	0.2289	0.4688	-0.1929	-0.754	-0.3212	-0.1876	-0.389	-0.212	2.266	-0.0925	-0.4164	-0.3329	-0.5442	-1.244	-1.233	-0.9007	0.4959
54906	C10orf18	-0.0555	0.604	0.3103	0.3046	0.0604	0.1368	0.0504	-0.2042	-0.0201	1.076	0.2887	2.018	1.002	1.146	0.2613	0.7594	0.377	-0.1467	0.5179	1.406	1.008	0.2262	2.634	0.9704	1.02	0.5072	0.0308	0.1402	1.058	-0.1706	-0.234	0.218	-0.4248	-0.0395	0.4935	0.4493	-0.177	-0.317	-0.0212	0.8127	-0.0199	0.2522	0.3855	-0.55	0.2106	-0.3398	-0.1664	-0.4078	-0.0903	0.0015	-0.2913	-0.2803	0.1327	-0.3953	-0.0469	-0.0498	0.0495	0.1831	0.0419	-0.3522	-0.0641	-0.1479	-0.2694	-0.4006	-0.2655	-0.2731	-0.0942	-0.149	-0.0784	-0.2253	0.0384	0.9392	0.0914	0.1701	-0.0694	2.161	-0.2254	-0.0991	-0.7999	-0.2006	0.2043	-1.07E-08
6612	SUMO3	1.189	-0.1948	-0.1345	0.5789	-0.2081	0.0031	0.5945	-0.4284	1.298	0.409	0.2786	0.4869	0.1206	0.1127	0.3839	1.258	0.2311	0.5232	0.6213	0.2672	0.5042	0.6844	1.243	0.7052	-0.0978	0.5378	-0.0062	0.3264	0.9619	0.3443	0.0317	0.4256	0.1433	-0.3184	0.0636	0.3313	0.2691	-0.0337	1.058	-0.282	-0.1455	-0.2273	0.1821	-0.482	-0.6836	-0.5346	-0.2367	-0.404	-0.3045	-0.1427	-0.1166	-0.6615	-0.0607	-0.3113	-0.4223	-0.122	-0.4301	-0.1884	-0.3342	-0.2861	-0.0701	-0.0876	-0.5032	-0.1864	-0.3356	-0.0958	0.3899	-0.2	-2.91E-09	-0.1584	0.2332	-0.283	0.1177	-0.0122	-0.4648	0.1786	0.3893	-0.0102	0.2724	0.9036	-0.2168	-0.4531
5889	RAD51C	0.3271	1.734	-0.0025	0.0794	0.448	0.154	-0.1277	0.3977	0.5803	1.076	0.2609	0.2878	-0.1255	0.3795	0.7046	0.0827	0.3609	1.323	0.7653	-1.049	0.71	0.9337	0.0779	0.4196	0.0028	0.2866	-0.0181	0.9446	0.588	-0.6274	0.277	0.0969	-0.0528	-0.5148	-0.009	-0.2357	-0.2793	-0.0397	0.462	-0.4782	0.1418	-0.1374	-0.0533	-0.3076	-0.1021	-0.6265	-0.539	-0.1279	-0.0746	0.2724	-0.4013	-0.8385	0.1424	-0.3007	0.1398	-0.0064	-0.1065	0.5806	-0.1671	-0.3232	0.1916	-0.0898	-0.1585	-1.599	-0.3009	-0.0606	-1.25E-08	-0.9917	-0.0867	-0.7736	-0.6735	0.5575	-0.6792	-0.2408	0.082	-0.0612	-0.9732	-0.0828	-0.299	0.292	-0.2188	-0.2471
54534	MRPL50	-0.2846	-0.09115	-0.4102	-0.3825	0.06332	0.1042	0.4535	0.8768	0.5396	-0.6496	0.5153	0.9606	-0.2948	-0.02	0.4981	0.7648	0.3148	1.155	-0.0442	0.2474	1.033	0.7667	-0.07366	0.808	-0.395	0.783	-0.3899	0.334	0.03595	-0.257	0.03858	0.2169	-0.002787	-0.512	0.2387	0.6588	0.4304	0.2318	-0.213	-0.2687	0.002787	0.1314	0.5185	0.1228	0.0503	0.4411	-0.06881	0.449	0.003279	-0.1082	-0.3246	-0.236276	-0.4438	-0.2105	-0.2038	-0.3431	-0.1272	-0.1181	-0.8016	-0.1844	0.3008	0.6674	-0.4394	-1.35	-0.7499	0.184	-0.3078	-1.199	0.03621	-1.086	-0.6654	-0.5087	-0.3256	-0.8939	-0.04402	-0.2998	-0.5716	-0.1139	-0.4524	0.2345	-0.7017	0.1802
9044	BTAF1	-0.0506	0.385	-0.1079	-0.1943	0.1274	0.1011	0.542	0.1025	0.9558	-0.1128	0.4278	0.8422	0.2117	0.8627	-0.0923	-0.2947	0.2933	0.3607	0.0741	0.4782	-0.22	0.1615	0.5132	0.3714	0.498	0.185	0.8738	0.426	0.5816	0.5675	-0.196	-0.4776	-0.2674	-0.1141	0.0638	-0.0329	1.67E-08	-0.1431	-0.0717	0.171	-0.0188	-0.1819	0.8949	0.1786	-0.3891	-0.0578	0.4629	0.2322	-0.0727	-0.1263	-0.1369	-0.1628	-0.0423	0.1046	-0.4387	-0.0667	-0.2458	-0.0984	-0.2304	0.1945	0.0461	-0.1267	-0.021	-0.2549	0.2768	0.006	0.1353	-0.3153	-0.0268	0.2364	0.0133	0.032	-0.456	0.0526	-0.0212	-0.108	-0.3348	-0.4193	-0.1339	-0.2239	0.5457	0.797
10951	CBX1	-0.18	0.0838	-0.2119	0.2769	2.715	1.011	0.6651	0.0727	-0.1289	1.07	-0.1798	1.065	0.848	1.076	1.481	0.8368	0.4197	0.7612	0.1083	-0.2213	0.8977	0.31	-0.2291	0.2576	0.0086	0.5032	0.6321	0.628	0.0412	-0.1942	0.2472	0.6176	-0.3552	-0.3427	0.4931	-0.397	-0.6756	0.2754	-0.3268	0.3061	-0.0745	-0.1958	0.4153	-0.1017	-0.2418	0.4207	-0.1144	-0.5631	-0.1052	0.7062	0.0731	-0.2519	-0.2883	0.2895	0.2079	0.5839	-0.1225	-0.0738	-0.5889	-0.124	-0.0344	0.4485	-0.588	-0.1929	-0.3893	-0.2424	0.274	-0.0577	0.5995	-0.3887	-0.3754	0.0958	0.0851	0.2791	0.1775	0.2774	-0.9196	-0.474	-0.5306	-1.18	-0.2813	-1.179
9037	SEMA5A	-0.5181	0.6243	0.5811	0.8378	0.3914	0.5061	-0.7185	0.1386	2.05E-09	-0.5731	0.4645	-1.246	0.1575	0.5459	-0.1717	0.0506	-2.107	0.9026	0.6466	-0.3843	-0.0907	-0.3104	-0.6917	-1.299	-1.065	-0.7142	-1.637	-0.8543	-3.198	-0.1044	0.4084	-0.5598	-0.3506	-0.3838	-0.4453	0.1373	-0.1792	0.1619	1.081	0.1422	-1.232	-0.0137	-0.5831	0.905	-0.0772	-0.8548	-0.5489	0.4444	0.2277	-1.965	-0.4084	-0.279	-0.1573	0.37	0.4422	1.059	0.0543	-0.7115	0.204	0.3619	-0.0765	0.0938	0.1328	-0.0912	0.7152	0.4837	0.2971	0.183	0.6318	-1.227	-0.5143	-0.1068	-0.7305	-0.8828	-0.1344	-0.7218	-1.147	0.0394	0.8105	-0.3492	1.341	1.554
330	BIRC3	-0.2438	1.525	0.6876	1.484	0.8271	0.3704	0.0722	0.4644	0.326	-0.7315	1.612	0.532	1.345	2.524	0.9325	0.5387	-0.3886	2.372	1.837	0.6183	1.069	-0.0008	-4.39E-09	-0.0756	-0.0679	-0.1559	-0.4445	-0.2399	-1.313	0.3452	1.189	-0.1196	-0.2432	-0.2144	-0.1333	1.278	0.0327	0.3469	-0.6072	0.4665	-0.9552	-0.106	-0.2226	-0.4958	-1.087	-1.097	-1.181	-0.318	0.2474	-1.48	-0.8957	0.3636	-0.4321	0.3174	0.8909	0.8097	-2.828	-1.772	-0.8568	-0.5032	-0.1424	-0.5425	0.3206	0.4579	0.2331	-0.1776	-0.0185	-0.3194	0.193	-1.054	-1.05	-0.4546	-1.441	-1.102	-0.6853	-0.919	-1.508	-0.0311	0.1408	-1.148	2.097	2.718
5873	RAB27A	-1.052	0.7383	0.375	0.2153	0.5486	-0.0115	-0.3533	-0.1347	0.8811	-0.0135	0.5953	0.6858	0.4073	0.4336	0.4267	0.4439	0.3063	0.1364	1.159	1.239	0.6749	0.5846	-2.64E-08	1.164	-1.323	-0.981	-0.9947	-0.5101	-0.1591	0.3354	0.5804	-0.4518	-0.2231	-0.2582	-0.2132	0.4929	0.2686	0.741	-0.712	-0.0625	-1.134	-0.3537	-0.5793	0.0937	-0.5081	-0.2327	0.0382	0.1991	1.098	-0.9142	-2.044	-0.479	-0.0803	-0.001	0.103	0.3177	0.0231	0.0984	0.1001	0.3299	-0.2581	-0.1548	-0.4351	-0.2753	-0.4212	0.3308	-0.5458	-0.0495	-0.0401	-1.196	0.0014	-0.0295	-0.3581	-0.8352	-0.4795	-0.6755	-0.9493	0.1714	-0.1353	-0.4178	-0.2195	1.15
5290	PIK3CA	-0.3087	0.4374	-0.1692	0.501	0.9574	0.1309	-0.09865	0.006313	0.6182	0.2807	0.2	0.685	0.3258	-0.08523	0.4526	1.198	0.5889	-0.5867	0.1806	0.5597	0.8991	-0.0008783	0.7194	-0.1055	-1.22	-0.1846	-0.9035	-0.0525	-0.003123	0.4241	0.052992	-1.051	0.07572	-0.5176	0.319	1.004	-0.4979	-0.3169	1.04	0.09653	0.3423	0.1331	-0.40201	-0.02391	0.2986	-0.3761	-0.3314	-0.2485	-0.04576	-0.3767	0.05208	0.1053	-0.7026	0.2092	-0.273	0.1034	-0.1079	-0.01646	0.518	0.1313	-0.3662	0.3166	-0.447	0.007115	0.4769	0.08895	0.06795	0.0222	-0.1988	-0.6909	-0.8959	-0.4061	-0.977	-0.07752	0.3101	0.7998	-0.01689	-0.2991	-0.4645	0.2795	-0.2113	0.3514
60313	GPBP1L1	-0.1121	-0.1917	-0.07425	0.2926	-0.3577	-0.2526	0.1606	0.1529	0.3781	0.1513	0.224	0.3679	0.53	-0.06649	0.4076	-0.1035	-0.2044	0.07643	-0.2964	0.1859	0.2623	0.3157	0.2974	0.3677	0.5278	0.264	0.07832	0.03115	-0.2177	-0.4544	0.01355	0.3756	-0.2837	0.148	0.2673	0.148	0.1135	-0.1623	-0.006762	0.144	0.1626	0.08505	-0.5799	-0.4038	-0.2925	-0.1499	-8.67E-11	0.02324	0.08666	0.3014	-0.4909	0.08237	0.1751	-0.03154	-0.002256	0.1364	-0.1293	0.09253	1.15	0.1594	-0.02979	-0.01293	-0.3376	-0.5771	-0.1052	-0.1217	0.1883	0.01474	-0.2028	0.1138	-0.321	-0.4917	0.1196	-0.5404	0.1738	-0.4521	-0.3817	-0.1527	-0.4125	-0.6662	0.04691	0.4842
9897	KIAA0196	0.2218	-0.0031	-0.2364	-0.7809	-0.2184	0.2478	-0.0324	-0.5355	0.6117	-0.4978	-0.0717	-0.0346	-0.1075	0.5843	0.1694	-0.4448	-0.6888	1.35	0.0843	0.2307	0.0083	0.1437	-0.2345	0.6436	0.3124	-0.2144	-0.0706	0.4421	-0.7536	-0.4802	0.1765	-1.113	-0.1397	-0.37	0.1876	-0.0211	-0.0244	-0.5723	0.4575	-0.1286	1.099	-0.0064	-0.3958	0.0531	0.6565	0.2236	0.1577	0.0825	0.0494	-0.044	-0.0429	0.1388	0.2256	-0.1098	-0.0787	-0.1705	0.8332	-0.5077	0.1484	0.1505	0.0542	0.3109	0.0224	-0.5854	-0.3046	-0.2043	0.5692	-0.0806	0.3126	0.0139	0.0209	0.5475	-0.3455	0.4481	0.4216	0.3753	-0.2339	-0.0647	-0.2188	-0.6869	-0.5767	-0.0844
10972	TMED10	-0.4978	-0.5126	0.4123	-0.3674	0.0011	-0.0336	-0.294	0.359	0.7413	-0.6926	0.4923	-0.1867	-0.6045	-0.5399	-0.1989	-0.1686	-0.0941	-0.0529	0.4681	-0.1091	0.3689	-0.4544	-0.0417	0.1822	-0.0427	0.0456	-0.2583	-0.116	-0.0323	-0.6381	0.3044	0.0899	4.77E-11	-0.6082	-0.6424	0.5954	0.9253	0.8197	-0.0624	-0.1606	0.4607	-0.4073	-0.9412	0.4857	0.9324	1.049	0.5529	-0.1614	0.8674	0.391	0.1381	0.7232	0.8071	0.2729	0.7187	0.1115	0.0093	0.073	-0.2901	0.4581	0.4433	0.6466	0.4649	-1.189	-0.1961	-0.0399	-0.217	-0.5825	-0.3401	-0.1098	-0.4626	0.3847	0.3055	0.4111	0.2275	0.02	-0.3375	0.29	-0.3222	-0.7163	-0.5038	0.5466
3416	IDE	-0.3193	0.3617	0.0488	-0.1507	-0.0382	-0.1954	0.1615	0.2758	0.7926	-0.3903	-0.0594	0.3305	0.9774	6.80E-09	-0.0608	-0.4814	-1.193	0.4885	0.3179	0.1365	-0.0196	0.2748	0.0977	-0.3918	0.6516	-0.6356	-0.3045	-0.5697	0.3295	-0.653	0.3353	-0.9756	0.0829	-0.3802	-0.4155	0.3869	-0.0492	0.592	0.0918	-0.5114	0.5178	0.1021	-0.2878	-0.4048	0.3955	0.2854	-0.0118	-0.1547	0.3473	0.4013	-0.2273	0.1117	0.0602	-0.0658	-0.2489	0.0574	-0.0399	-0.7688	-0.3273	0.0431	0.0596	0.3352	-0.1259	-0.9725	-0.5181	0.5069	-0.5271	-0.9182	-0.1732	-0.6506	-0.0861	0.2523	0.1142	-0.6939	0.0668	-0.1615	-0.4967	-0.0638	-0.3912	-0.885	-0.6843	0.433
10121	ACTR1A	-0.9613	-0.19	0.0609	-0.2455	0.3017	-0.2212	-0.3638	1.097	2.318	0.1104	-0.177	0.0568	0.5709	-1.099	-0.3043	0.788	0.3823	1.31	0.2995	0.2856	-0.262	-0.1556	0.2727	-0.5554	0.3132	-0.519	-0.411	-1.261	-1.372	-0.5676	0.1746	-1.409	-0.9884	-0.5491	-0.3256	-0.3781	-0.2397	0.259	0.5693	-0.3248	0.632	-0.228	-0.8977	0.4809	1.381	0.9493	1.44	-0.2471	0.1395	4.91E-09	-0.2435	0.6496	-0.3747	0.0448	-0.448	-0.0111	-0.4667	-0.2211	-0.0834	0.1711	-0.6717	-0.5224	1.057	-0.3464	0.021	0.1187	-0.2858	0.2494	-0.4531	0.4782	-0.1431	-0.2085	0.2273	-0.7431	0.1281	-0.3354	0.4004	0.6839	0.051	-0.5864	-0.1233	-0.0363
